Thread     Type        Activity             PID    TTL  
          	HiJ panic msk = 0x00000000
          	HiJ threshold = 0x00000960
0xfb       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) _getExecutionPlatform: AudioDMAController::admac-sio::483: Running on silicon.
0xf7       Default     0x0                  0      0    kernel: (AppleSerialShim) [uart] Started AppleSerialShim.
0xf6       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x12a      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x12a      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12a      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******c4 start
0x12a      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x200064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x210064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x128      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (invokes-sochot)
0x128      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******c9 start
0x129      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x129      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x128      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x129      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******cb start
0x129      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x127      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (invokes-sochot)
0x127      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******cc start
0x127      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x1d6      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(GFX): start(<private>) - (Mar  6 2023@20:59:55)
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x220064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x230064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x240064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x250064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x260064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x1d6      Default     0x0                  0      0    kernel: Registered coredump handler for GFX
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x270064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x280064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) AESSNORFlasher:start - aessnf.debug = 0x01, aessnf.reliability = 0x00.
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) SPINORFlasherDriver::
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) virtual bool AppleEmbeddedSimpleSPINORFlasherDriver::start(IOService *): service = IOPlatformDevice found.
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) 
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) SPINORFlasherDriver::
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) virtual bool AppleEmbeddedSimpleSPINORFlasherDriver::start(IOService *): dual-iboot-support = true
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) 
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) SPINORFlasherDriver::
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) virtual bool AppleEmbeddedSimpleSPINORFlasherDriver::start(IOService *): atomic-firmware-update-support = true
0x1e4      Default     0x0                  0      0    kernel: (AppleEmbeddedSimpleSPINORFlasherDriver) 
0x495      Default     0x0                  0      0    kernel: (AppleSPMI) AppleGen1SPMIController[nub-spmi]:61: Start
0x7a       Default     0x0                  0      0    kernel: (AppleSPMI) AppleGen1SPMIController[nub-spmi1]:61: Start
0x6de      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x6de      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) IOTimeSyncClockManagerLoader::probe TimeSyncTime not ready yet
0x7a       Default     0x0                  0      0    kernel: kpc: pm registered pmc_mask=0 custom_config=0
0x4d0      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMU::start: spmi-simetra _pmuNub: <private> built 20:52:02 Mar  6 2023
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x290064
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2a0064
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6de      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(ACIO0): start(<private>) - (Mar  6 2023@20:59:55)
0x6de      Default     0x0                  0      0    kernel: Registered coredump handler for ACIO0
0x4d0      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMU::start: spmi-pmu _pmuNub: <private> built 20:52:02 Mar  6 2023
0x7a       Default     0x0                  0      0    kernel: (AppleSPMI) AppleGen1SPMIController[aop-spmi1]:61: Start
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2b0064
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2c0064
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(ANS2): start(<private>) - (Mar  6 2023@20:59:55)
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) pmu fault log: rst_in,reset_in_rise rst_in,reset_in_fall
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMU::start: Non-primary PMU detected
0x495      Default     0x0                  0      0    kernel: (AppleS8000AES) AppleS8000AES::start: using DART Mapper: <private>
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) pmu fault log: rst_in,reset_in_rise rst_in,reset_in_fall
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) SOCD: BASE 0xAB00, COUNT 0x0400
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) SOCD: Magic value 49h 4Eh 49h 54h
0x7a       Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMU::start: Primary PMU detected
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2d0064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2e0064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x4d0      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(ANS2): Resuming...
0x6de      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMCPMS::initLocal success
0x6de      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPM::start success
0x6de      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePassthroughPPM::start success
0x495      Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMRTC started!#####
0x495      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC started!******
0x495      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC::handleStart: AppleDialogSPMIPMU _pmuNub: <private> ** stopped (non-primary PMU detected) **
0x7a       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOService *AppleANS2NVMeController::probe(IOService *, SInt32 *)::194:Found (ANS2) provider, returning score 100000
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOService *AppleANS2NVMeController::probe(IOService *, SInt32 *)::194:Found (ANS2) provider, returning score 100000
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOService *AppleANS3NVMeController::probe(IOService *, SInt32 *)::82:Found (ANS2) provider and linear-sq, returning score 300000
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOService *AppleANS3NVMeController::probe(IOService *, SInt32 *)::82:Found (ANS2) provider and linear-sq, returning score 300000
0x4d0      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(ACIO1): start(<private>) - (Mar  6 2023@20:59:55)
0x4d0      Default     0x0                  0      0    kernel: Registered coredump handler for ACIO1
0x495      Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMNORNVRAM.cpp:start:48 - bank size=0X10000, bank count=0X10, current bank=0
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleANS2NVMeController::start(IOService *)::416:Found the ANS2Endpoint1
0x7a       Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleANS2NVMeController::start(IOService *)::416:Found the ANS2Endpoint1
0x7a       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x7a       Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(SIO): start(<private>) - (Mar  6 2023@20:59:55)
0x4d0      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x4d0      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12e      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******15 start
0x4d0      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(SIO): Resuming...
0x495      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x495      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12d      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******19 start
0x495      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x2f0064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x300064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO0TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO1TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO2TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO3TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO4TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO5TX::admac-sio::578: TX:Initialized.
0x6de      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO6TX::admac-sio::578: TX:Initialized.
0x495      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x495      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x130      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******2a start
0x495      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x495      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO7TX::admac-sio::578: TX:Initialized.
0x495      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO8TX::admac-sio::578: TX:Initialized.
0x495      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO9TX::admac-sio::578: TX:Initialized.
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x6fd      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12f      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******30 start
0x6fd      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x310064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x320064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x330064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x340064
0x6fd      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x4d0      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x4d0      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x12c      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******34 start
0x4d0      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x4d0      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(PMP): start(<private>) - (Mar  6 2023@20:59:55)
0x6fd      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) TimeSyncTime is ARM PMGR counter
0x6fd      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) TimeSyncTime is ARM PMGR counter
0x4d0      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(SMC): start(<private>) - (Mar  6 2023@20:59:55)
0x6de      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x350064
0x6de      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6de      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x360064
0x6de      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6de      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(SMC): Resuming...
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x370064
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x4d0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x380064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: (AppleAVE2) XXXXXXX 80 AVE : AppleAVE2Driver compiled on Mar  6 2023 21:00:32 prod
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x390064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x3a0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIOATX::admac-sio::578: TX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIOBTX::admac-sio::578: TX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO0RX::admac-sio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO1RX::admac-sio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO2RX::admac-sio::578: RX:Initialized.
0x6fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO3RX::admac-sio::578: RX:Initialized.
0x6fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO4RX::admac-sio::578: RX:Initialized.
0x6fd      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO5RX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO6RX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO7RX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO8RX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIO9RX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIOARX::admac-sio::578: RX:Initialized.
0x72c      Default     0x0                  0      0    kernel: (AudioDMAController_T8103) setDirectionAndRole: SIOBRX::admac-sio::578: RX:Initialized.
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x3b0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x3c0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x6fd      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(PMP): Resuming...
0x72c      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::SetNamespacesStruct()::194:Obtained 3 namespaces from DT
0x72c      Default     0x0                  0      0    kernel: (IONVMeFamily) bool AppleEmbeddedNVMeController::SetNamespacesStruct()::194:Obtained 3 namespaces from DT
0x72c      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
0x72c      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
0x72c      Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOFilterInterruptEventSource *AppleANS2NVMeController::CreateDeviceInterrupt(IOInterruptEventSource::Action, IOFilterInterruptEventSource::Filter, IOService *)::2806:ANS2 NVMe interrupt index - 0x4
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual IOFilterInterruptEventSource *AppleANS2NVMeController::CreateDeviceInterrupt(IOInterruptEventSource::Action, IOFilterInterruptEventSource::Filter, IOService *)::2806:ANS2 NVMe interrupt index - 0x4
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual uint32_t AppleANS2CGNVMeController::GetNVMePPLQueueEntries()::420:NVMePPL Queue Entries=65
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual uint32_t AppleANS2CGNVMeController::GetNVMePPLQueueEntries()::420:NVMePPL Queue Entries=65
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleANS2CGNVMeController::InitializePCI()::177:Successfully initialized NVMe CoastGuard
0x6fd      Default     0x0                  0      0    kernel: (IONVMeFamily) virtual bool AppleANS2CGNVMeController::InitializePCI()::177:Successfully initialized NVMe CoastGuard
0x7a       Default     0x0                  0      0    kernel: (ApplePMP) ApplePMP: started
0x72c      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x72c      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(DCP): start(<private>) - (Mar  6 2023@20:59:55)
0x6de      Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMRTC started!#####
0x6de      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC started!******
0x6de      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC::handleStart: ro=0 nvram=0 helper=0 AppleDialogSPMIPMU _pmuNub: <private> 0xd002:0xd100-0x0000 built 20:52:02 Mar  6 2023
0x6de      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC tick read!&&&&&&&
0x6de      Default     0x0                  0      0    kernel: (AppleSPMIPMU) AppleDialogSPMIPMURTC ending!%%%
0x495      Default     0x0                  0      0    kernel: (AppleARMPlatform) AppleARMRTC registering service!@@@@@@
0x72c      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************85 0x0
0x72c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x3d0064
0x495      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: (AppleS5L8940XI2C) AppleS5L8940XI2CController::start: i2c0 this: <private> _i2cBaseAddress: <private>
0x72c      Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x495      Default     0x0                  0      0    kernel: Registered coredump handler for DCP
0x495      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(DCP): Resuming...
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) H11ANEIn::start
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANEPrivilegedVMAccess::init
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0: virtual bool H11ANEIn::start(IOService *) : Platform doesn't have /arm-io/isp or /arm-io/isp0 IORegistryEntry, disable IPC
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0:virtual bool H11ANEIn::start(IOService *) - H11ANE: aneHWBoardType: 0x40
0x495      Default     0x0                  0      0    kernel: (AppleM2ScalerCSC) virtual bool AppleM2ScalerCSCDriver::start(IOService *): Name=scaler0 Lock=<private> id=0 max_msrs=8 msr_mask=0xff scaler_count=0
0x495      Default     0x0                  0      0    kernel: (AppleM2ScalerCSC) virtual bool AppleM2ScalerCSCDriver::start(IOService *): MSR Driver Waiting for IOSurfaceRoot
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) virtual bool H11ANEIn::start(IOService *): ANE0 fANERegistersPhys = 0x26*****00
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) H11ANE subtype: 0, fANERegisters = <private>, length: 0x2000000
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE#0 done mapDeviceMemoryWithIndex fPSRegistersPhys = 0x2******00
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0:virtual bool H11ANEIn::start(IOService *): fANEPrepowerUpEnabled = 1
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0:virtual bool H11ANEIn::start(IOService *): fIsANEDynPowerGateHysteresisSupported = 0
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0:virtual bool H11ANEIn::start(IOService *): fANEDynPowerGateHysteresisEnabled = 0
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0:virtual bool H11ANEIn::start(IOService *): fANEDynPowerGateHysteresisTimerPeriodMs = 0 ms
0x72c      Default     0x0                  0      0    kernel: (AppleH11ANEInterface) ANE0 done mapDeviceMemoryWithIndex fPSRegistersPhys = 0x2******00
0x7a       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x495      Default     0x0                  0      0    kernel: (RTBuddy) RTBuddy(DCP): OSLog endpoint registering to logd(uuid: 00000000-0000-0000-0000-000000000000, role: DCP, range_start: 0, range_end: 255, fw_type: 1)
0x495      Default     0x0                  0      0    kernel: AppleSPUTimesyncV2::probe(iop-aop-nub)
0x495      Default     0x0                  0      0    kernel: AppleSPUTimesyncV2::start(iop-aop-nub) <1>
